Author name	Unique Author ID	Paper ID	Coauthors	Year	Venue	Title
c. y. roger chen	cchen-2	3566	c. y. roger chen|dikran s. meliksetian|m. c. chang|l. j. liu	1995	multimedia syst.	design multimedia object orient dbm
c. y. roger chen	cchen-2	4048	c. y. roger chen|georges a. makhoul|dikran s. meliksetian	1995	ieee/acm trans. netw.	queue analysi perform dqdb
c. y. roger chen	cchen-2	2275	c. y. roger chen|dikran s. meliksetian	1993	sigmetrics	markov modul bernoulli process approxim analysi banyan network
c. y. roger chen	cchen-2	4005	c. y. roger chen|dikran s. meliksetian|frank feng-kuo yu	2000	ieee trans. multimedia	methodolog design video server
c. y. roger chen	cchen-2	2274	c. y. roger chen|dikran s. meliksetian	1992	sigmetrics	perform analysi commun static interconnect network
c. y. roger chen	cchen-2	3953	c. y. roger chen|muhammad naeem ayyaz|dikran s. meliksetian	1998	telecommunication systems	partition multistag interconnect network part dynam subcub compact
c. y. roger chen	cchen-2	3952	c. y. roger chen|muhammad naeem ayyaz|dikran s. meliksetian	2000	telecommunication systems	partition multistag interconnect network part task migrat scheme
chao-chun chen	cchen-30	1896	chao-chun chen|chiang lee|chih-horng ke	2003	mobile data management	movement mobil agent mobil comput system
chao-chun chen	cchen-30	62	chao-chun chen|chiang lee|chih-horng ke	2003	aina	compress base broadcast strategi wireless inform system
chao-chun chen	cchen-30	1894	chao-chun chen|chiang lee	1999	mda	locat manag strategi reduc movement cost locat cost simultan
chao-chun chen	cchen-30	1896	chao-chun chen|chiang lee|chih-horng ke	2003	mobile data management	movement mobil agent mobil comput system
chao-chun chen	cchen-30	3681	chao-chun chen|chiang lee|chih-horng ke	2001	perform. eval.	improv locat manag mobil user frequent visit locat
chao-chun chen	cchen-30	481	chao-chun chen|chiang lee|chih-horng ke	1999	dexa	track mobil user util frequent visit locat
cheng chen	cchen-31	1281	cheng chen|chien-hua shann|ting-lu huang	2000	icpads	practic nonblock queue algorithm compar swap
cheng chen	cchen-31	1264	cheng chen|guan-joe lai	1996	icpads	schedul strategi numa multiprocessor system
cheng chen	cchen-31	1292	cheng chen|chao-chin wu|der-lin pean	1998	icpads	ahead memori consist model
cheng chen	cchen-31	1278	cheng chen|der-lin pean|guan-joe lai	2000	icpads	optim depend convex hull partit techniqu maxim parallel nest loop uniform depend
cheng chen	cchen-31	1279	cheng chen|der-lin pean|j.-r. wu	1998	icpads	effect mechan reduc overhead migratori share link base cach coher protocol cluster multiprocessor architectur
chichyang chen	cchen-32	1401	chichyang chen|yuan f. zheng	1993	icra (2)	robot hand ey calibr method activ view checkerboard pattern
chichyang chen	cchen-32	3709	chichyang chen|chiou-dong wang	1999	pattern recognition letters	simpl edg preserv filter techniqu construct multi resolut system imag
chichyang chen	cchen-32	3707	chichyang chen|chiun-wen hsu|te-lung lin	2001	pattern recognition letters	imag predict face detect triangul
chichyang chen	cchen-32	3709	chichyang chen|chiou-dong wang	1999	pattern recognition letters	simpl edg preserv filter techniqu construct multi resolut system imag
chichyang chen	cchen-32	3548	chichyang chen|chiun-wen hsu	2001	j. visual communication and image representation	content base hybrid dpcm classifi vector quantiz code video telephoni sequenc
chichyang chen	cchen-32	3440	chichyang chen|yuan f. zheng	1992	j. field robotics	deform identif estim dimension object vision sensor
chichyang chen	cchen-32	3440	chichyang chen|yuan f. zheng	1992	j. field robotics	deform identif estim dimension object vision sensor
chichyang chen	cchen-32	3851	chichyang chen|rui-lin chen|chih-huan yang	2000	ieee trans. computers	pipelin comput veri larg word length ln addit subtract polynomi hardwar cost
chichyang chen	cchen-32	1401	chichyang chen|yuan f. zheng	1993	icra (2)	robot hand ey calibr method activ view checkerboard pattern
chun-yu chen	cchen-33	2232	chun-yu chen|shih-sung liao|kai h. chang|stephen b. seidman	1996	seke	test object orient program base usag profil formal specif
chun-yu chen	cchen-33	44	chun-yu chen|richard chapman|kai h. chang	1999	acm southeast regional conference	test scenario regress test suit gener object z formal specif object orient program test
chun-yu chen	cchen-33	3222	chun-yu chen|shih-sung liao|kai h. chang	1997	informatica (slovenia)	integr test framework object orient program
chun-yu chen	cchen-33	3216	chun-yu chen|kai h. chang|shih-sung liao|richard chapman	2000	international journal of software engineering and knowledge engineering	test scenario gener base formal specif usag profil
chi-chuan chen	cchen-34	2590	chi-chuan chen|ying-shao hsu|john peter boysen|douglas yarger	1998	webnet	develop exploratori simul constructivist learn exampl java applic
chi-chuan chen	cchen-34	2593	chi-chuan chen|ying-shao hsu|douglas yarger|rex a. thomas	1998	webnet	develop form evalu instruct simul web aid meteorolog cours
chi-chuan chen	cchen-34	2591	chi-chuan chen|ying-shao hsu|kuei-ching liao	2001	webnet	web base lesson situat learn senior high school level
chi-chuan chen	cchen-34	2592	chi-chuan chen|ying-shao hsu|hung-jean wu	1999	webnet	built tide power plant cooper learn web
chih-ang chen	cchen-35	629	chih-ang chen|sandeep k. gupta	1994	edac-etc-euroasic	bist test pattern gener stuck open delai test
chih-ang chen	cchen-35	364	chih-ang chen|sandeep k. gupta	1996	dac	satisfi base test gener path delai fault combin circut
chih-ang chen	cchen-35	3852	chih-ang chen|sandeep k. gupta	1996	ieee trans. computers	bist test pattern gener pattern test theori design algorithm
chih-ang chen	cchen-35	1783	chih-ang chen|sandeep k. gupta	1995	itc	methodolog design effici bist test pattern gener
chi-ming chen	cchen-36	2848	chi-ming chen|ing-ray chen	1996	comput. j.	threshold base admiss control polici multimedia server
chi-ming chen	cchen-36	3679	chi-ming chen|sheng-tzong cheng|ing-ray chen	2003	perform. eval.	perform evalu admiss control algorithm dynam threshold negoti
chi-ming chen	cchen-36	3565	chi-ming chen|sheng-tzong cheng|ing-ray chen	2000	multimedia syst.	dynam quota base admiss control rate multimedia server
chi-ming chen	cchen-36	2634	chi-ming chen|sheng-tzong cheng|ing-ray chen	1998	winter simulation conference	studi adjust qualiti servic control scheme
chih-tung chen	cchen-37	948	chih-tung chen|kayhan kucukcakar	1997	iccd	architectur power optim case studi high level synthesi
chih-tung chen	cchen-37	1773	chih-tung chen|kayhan kucukcakar	1997	isss	sourc level dynam analysi methodolog tool high level synthesi
chih-tung chen	cchen-37	916	chih-tung chen|kayhan kucukcakar	1997	iccad	high level schedul model control synthesi broad rang design applic
chih-tung chen	cchen-37	430	chih-tung chen|jie gong|kayhan kucukcakar	1998	date	architectur rule check high level synthesi
cheng-chia chen	cchen-38	3250	cheng-chia chen|i-peng lin	1993	inf. process. lett.	comput complex satisfi tempor horn formula proposit linear time tempor logic
cheng-chia chen	cchen-38	3929	cheng-chia chen|i-peng lin	1994	theor. comput. sci.	comput complex satisfi modal horn claus modal proposit logic
cheng-chia chen	cchen-39	3250	cheng-chia chen|i-peng lin	1993	inf. process. lett.	comput complex satisfi tempor horn formula proposit linear time tempor logic
cheng-chia chen	cchen-39	3929	cheng-chia chen|i-peng lin	1994	theor. comput. sci.	comput complex satisfi modal horn claus modal proposit logic
chung-min chen	cchen-3	2410	chung-min chen|rakesh k. sinha|randeep bhatia	2001	ssdbm	effici disk alloc scheme parallel retriev multidimension grid data
chung-min chen	cchen-3	3974	chung-min chen|randeep bhatia|rakesh k. sinha	2003	ieee trans. knowl. data eng.	multidimension declust scheme golden ratio kroneck sequenc
chung-min chen	cchen-3	3976	chung-min chen|rakesh k. sinha	2000	ieee trans. knowl. data eng.	analysi comparison declust scheme interact navig queri
chung-min chen	cchen-3	584	chung-min chen|randeep bhatia|rakesh k. sinha	2000	edbt	hierarch declust scheme rang queri
chung-min chen	cchen-3	2842	chung-min chen|randeep bhatia|rakesh k. sinha	2003	comput. j.	hierarch techniqu construct effici declust scheme rang queri
chung-min chen	cchen-3	3936	chung-min chen|rakesh k. sinha|randeep bhatia	2003	theor. comput. sci.	asymptot optim declust scheme dim rang queri
chung-min chen	cchen-3	2282	chung-min chen|munir cochinwala|claudio petrone|marc pucci|sunil samtani|patrizia santa|marco mesiti	2000	sigmod conference	internet traffic warehous
chung-min chen	cchen-3	550	chung-min chen|munir cochinwala|elsa yueh	1999	dolap	deal slow evolv fact case studi inventori data wareh
chung-min chen	cchen-3	2098	chung-min chen|christine t. cheng	2002	pods	discrep declust optim multidimension declust strategi rang queri
chung-min chen	cchen-3	277	chung-min chen|mohammad moghadam|tony lin|amjad umar	2000	compsac	nation clearinghous servic bb exchang telecommun industri
chung-min chen	cchen-3	261	chung-min chen|duen-ren liu	2000	compsac	tree index effici search similar document
chung-min chen	cchen-3	790	chung-min chen|duen-ren liu|yuh-jaan lin|ya-wen huang	2001	hicss	framework person e catalog integr xml base metadata user model agent
chung-min chen	cchen-3	2169	chung-min chen|ned stofel|mike post|chumki basu|devasis bassu|clifford behrens	2001	ride-dm	telcordia lsi engin implement scalabl issu
chung-min chen	cchen-3	1058	chung-min chen|yibei ling	2002	icde	sampl base estim top k queri
chung-min chen	cchen-3	1059	chung-min chen|rakesh k. sinha	1999	icde	raster spatial data declust revisit interact navig perspect
chung-min chen	cchen-3	1052	chung-min chen|randeep bhatia|rakesh k. sinha	2000	icde	declust golden ratio sequenc
chung-min chen	cchen-3	1086	chung-min chen|rakesh k. sinha|randeep bhatia	2001	icdt	asymptot optim declust scheme rang queri
cheng-hsi chen	cchen-40	950	cheng-hsi chen|ioannis g. tollis	1991	iccd	optim algorithm spiral floorplan design
cheng-hsi chen	cchen-40	1715	cheng-hsi chen|ioannis g. tollis	1993	iscas	fast parallel algorithm slice floorplan
cheng-hsi chen	cchen-40	1716	cheng-hsi chen|ioannis g. tollis	1994	iscas	approach floorplan area optim slice slice
cheng-wei chen	cchen-41	1761	cheng-wei chen|chung-kai chen|jenq kuen lee	2002	ispan	build ontolog optim composit parallel javabean program
cheng-wei chen	cchen-41	2059	cheng-wei chen|chung-kai chen|jenq kuen lee	2000	pdpta	runtim composit optim parallel javabean program cluster environ
cheng-wei chen	cchen-41	2925	cheng-wei chen|rong-guey chang|tyng-ruey chuang|jenq kuen lee	1997	concurrency - practice and experience	automat support parallel spars comput java continu compil
chyun-chyi chen	cchen-42	3997	chyun-chyi chen|stephen j. h. yang|jeffrey j. p. tsai	2003	ieee trans. knowl. data eng.	fuzzi rule base system verif high level petri net
chyun-chyi chen	cchen-42	3117	chyun-chyi chen|stephen j. h. yang	1999	international journal on artificial intelligence tools	petri net base approach workflow process autom
chyun-chyi chen	cchen-42	2730	chyun-chyi chen|stephen j. h. yang|irene y. l. chen|chi-hsing chu|kevin h. w. shen|chi-wei lan	2001	ann. software eng.	build xml base unifi user interfac system jee architectur
chung-hsing chen	cchen-43	952	chung-hsing chen|chienwen wu|daniel g. saab	1991	iccd	access analysi data flow graph approach design testabl
chung-hsing chen	cchen-43	921	chung-hsing chen|daniel g. saab	1992	iccad	behavior synthesi testabl
chung-hsing chen	cchen-43	923	chung-hsing chen|chienwen wu|daniel g. saab	1991	iccad	beta behavior testabl analysi
chien chin chen	cchen-44	572	chien chin chen|yao-tsung chen|yeali s. sun|meng chang chen	2003	ecml	life cycl model event ag theori
chien chin chen	cchen-44	1850	chien chin chen|meng chang chen|yeali s. sun	2001	kdd	pva adapt person view agent system
chien-ming chen	cchen-45	1914	chien-ming chen|yunn yen chen|chung-ta king	1992	micro	branch merg effect exploit instruct level parallel
chien-ming chen	cchen-45	638	chien-ming chen|chung-ta king	1996	euro-par, vol. ii	design dynam level branch predictor base pattern local
chien-ming chen	cchen-45	3855	chien-ming chen|chung-ta king	1999	ieee trans. computers	walk time address adjust improv accuraci dynam branch predict
chin-long chen	cchen-46	3846	chin-long chen	1983	ieee trans. computers	error correct code byte error detect capabl
chin-long chen	cchen-46	3843	chin-long chen|douglas c. bossen|lih c. chang	1978	ieee trans. computers	measur gener error correct code packag failur
chin-long chen	cchen-46	3915	chin-long chen|donald t. tang	1984	ieee trans. computers	logic test pattern gener linear code
c. l. chen	cchen-47	3082	c. l. chen|w. wesley peterson|e. j. weldon jr.	1969	information and control	result quasi cyclic code
c. l. chen	cchen-47	3080	c. l. chen	1972	information and control	shorten finit geometri code
c. l. chen	cchen-47	3081	c. l. chen|shu lin	1969	information and control	result polynomi code
c. h. chen	cchen-48	2548	c. h. chen|clement t. yu|m. k. siu|k. lam	1983	vldb	file alloc distribut databas interact file
c. h. chen	cchen-48	2302	c. h. chen|clement t. yu	1985	sigmod conference	adapt inform system design queri time
c. h. chen	cchen-48	4113	c. h. chen|clement t. yu|man-keung siu|k. lam	1985	ieee trans. software eng.	adapt file alloc star comput network
chun chen	cchen-49	1944	chun chen|zhengping wu	2001	acm multimedia	foreground extract scheme video stream
chun chen	cchen-49	458	chun chen|xueyi wang|jiajun bu	2002	dcw	research reliabl commun real time collabor design system
chun chen	cchen-49	322	chun chen|xueyi wang|jiajun bu	2002	cscw	achiev undo bitmap base collabor graphic edit system
chang wen chen	cchen-4	1114	chang wen chen|edward a. ashton|michel j. berg|kevin j. parker|jeffrey weisberg|leena ketonen	1994	icip (3)	segment featur extract techniqu applic biomed imag
chang wen chen	cchen-4	452	chang wen chen|jianfei cai	2001	data compression conference	fec base wireless video stream pre interleav
chang wen chen	cchen-4	453	chang wen chen|lei cao	2000	data compression conference	product code recurr altern decod wireless imag transmiss
chang wen chen	cchen-4	3638	chang wen chen|thomas s. huang|matthew arrott	1994	ieee trans. pattern anal. mach. intell.	model analysi visual left ventricl shape motion hierarch decomposit
chang wen chen	cchen-4	2051	chang wen chen|jian wang	2001	ieee pacific rim conference on multimedia	fast effect block match error conceal scheme
chang wen chen	cchen-4	1117	chang wen chen|lei cao	2000	icip	product code decod scheme wireless imag transmiss
chang wen chen	cchen-4	1153	chang wen chen|hongzhi li	1998	icip (1)	joint sourc channel optim block tcq layer transmiss rcpc
chang wen chen	cchen-4	1157	chang wen chen|jiebo luo|kevin j. parker|thomas s. huang	1994	icip (3)	dimension subband video analysi synthesi adapt cluster high frequenc subband
chang wen chen	cchen-4	1158	chang wen chen|jiebo luo|kevin j. parker|thomas s. huang	1995	icip	adapt quantiz spatial constraint subband video compress wavelet
chang wen chen	cchen-4	1125	chang wen chen|jiebo luo|kevin j. parker|thomas s. huang	1994	icip (3)	knowledg base approach volumetr medic imag segment
chang wen chen	cchen-4	1129	chang wen chen|li fan	1998	icip (1)	improv approach cardiac dynam analysi base constrain local forc model
chang wen chen	cchen-4	1176	chang wen chen|yue yu|jian zhou|yiliang wang	2000	icip	high perform vbr code algorithm fix size storag applic
chang wen chen	cchen-4	1156	chang wen chen|jiebo luo|kevin j. parker	1995	icip	face locat wavelet base video compress high perceptu qualiti videoconferenc
chang wen chen	cchen-4	1159	chang wen chen|jiebo luo|hongzhi li	1997	icip (3)	ultrasound imag compress base subband decomposit speckl synthesi
chau-shen chen	cchen-50	915	chau-shen chen|tingting hwang|c. l. liu	1998	iccad	architectur driven circuit partit
chau-shen chen	cchen-50	366	chau-shen chen|tingting hwang|c. l. liu	1997	dac	low power fpga design engin approach
chau-shen chen	cchen-50	368	chau-shen chen|kuang-hui lin|tingting hwang	1996	dac	layout driven select chain partial scan
chin-tu chen	cchen-51	1622	chin-tu chen|chunwu wu|miles n. wernick	1993	ipmi	d filter backproject reconstruct algorithm combin parallel cone beam spect data
chin-tu chen	cchen-51	1621	chin-tu chen|xiaochuan pan|john n. aarsvold|wing hung wong	1993	ipmi	analyt photon attenu system respons function spect reconstruct
c.-l. chen	cchen-52	1276	c.-l. chen|w.-y. lin	1994	icpads	evalu parallel spars choleski factor
c.-l. chen	cchen-52	3675	c.-l. chen|w.-y. lin	1999	parallel computing	minimum commun cost reorder parallel spars choleski factor
chen-tung chen	cchen-53	3058	chen-tung chen	2001	fuzzy sets and systems	fuzzi approach select locat distribut center
chen-tung chen	cchen-53	3304	chen-tung chen|hsi-mei hsu	1997	inf. sci.	fuzzi credibl relat method multipl criteria decis make problem
chuxin chen	cchen-54	2668	chuxin chen|mohan m. trivedi	1991	advances in computers	sensor driven intellig robot
chuxin chen	cchen-54	2922	chuxin chen|mohan m. trivedi|suresh b. marapane	1989	ieee computer	vision system robot inspect manipul
c. l. chen	cchen-55	1350	c. l. chen|ming-shing yu|richard chia-tung lee	1989	icpp (3)	optim parallel circl cover independ set algorithm circular arc graph
c. l. chen	cchen-55	1351	c. l. chen|ming-shing yu|richard c. t. lee	1990	icpp (3)	optim parallel algorithm minimum color interv
chun chen	cchen-56	1623	chun chen|nastaran baradaran|jacqueline chame|pedro c. diniz|mary w. hall|yoon-ju lee|bing liu|robert f. lucas	2003	ipdps	eco empir base compil optim system
chun chen	cchen-56	1474	chun chen|jeffrey t. draper|jacqueline chame|mary w. hall|craig s. steele|tim barrett|jeff lacoss|john j. granacki|jaewook shin|chang woo kang|ihn kim gokhan	2002	ics	architectur diva process memori chip
chun-hung chen	cchen-57	911	chun-hung chen|jacob a. abraham	1990	iccad	mix level sequenti test gener valu relax algorithm
chun-hung chen	cchen-57	1782	chun-hung chen|jacob a. abraham	1991	itc	high qualiti test switch level circuit current logic test gener algorithm
chyouhwa chen	cchen-58	88	chyouhwa chen|deron liang|chen-liang fang|fengyi lin	2002	apsec	nest invoc suppress mechan activ replic fault toler corba
chyouhwa chen	cchen-58	594	chyouhwa chen|chen-liang fang|de-ron liang|pusan lin	2004	eee	redund nest invoc suppress mechan activ replic fault toler web servic
chyouhwa chen	cchen-58	3538	chyouhwa chen|deron liang|chen-liang fang|shyan-ming yuan|gene eu jan	1999	journal of systems and software	fault toler object servic corba
chyouhwa chen	cchen-58	89	chyouhwa chen|deron liang|chen-liang fang|fengyi lin	2003	apsec	fault toler web servic
chyouhwa chen	cchen-58	88	chyouhwa chen|deron liang|chen-liang fang|fengyi lin	2002	apsec	nest invoc suppress mechan activ replic fault toler corba
chyouhwa chen	cchen-58	2048	chyouhwa chen|chih-yen lin|i-cheng ting|wen-jen ho	2002	ieee pacific rim conference on multimedia	error resili scheme mpeg fg video packet erasur channel exhibit grace degrad
chyouhwa chen	cchen-58	3127	chyouhwa chen|kun-cheng tsai	2003	int. j. communication systems	algorithm multi constrain optim multicast rout
chyouhwa chen	cchen-58	3618	chyouhwa chen|chih-jen tseng	2003	networks	perform qo awar ip multicast rout protocol
chin-hsing chen	cchen-59	1261	chin-hsing chen|wen-tzeng huang|woei-kae chen	2002	icpads	fault toler pancycl cross cube
c. y. chen	cchen-5	3290	c. y. chen|chin-chen chang|richard c. t. lee	1993	inf. syst.	optim mmi file system orthogon rang retriev
c. y. chen	cchen-5	3288	c. y. chen|chin-chen chang	1992	inf. syst.	gdm alloc partial rang queri
c. y. chen	cchen-5	2763	c. y. chen|h. f. lin	1991	bit	optim criteria disk modulo alloc method cartesian product file
c. y. chen	cchen-5	2761	c. y. chen|chin-chen chang	1987	bit	perform disk partit data alloc
c. y. chen	cchen-5	3975	c. y. chen|h. f. lin|chin-chen chang|richard c. t. lee	1997	ieee trans. knowl. data eng.	optim bucket alloc design k ari mkh file partial match retriev
c. y. chen	cchen-5	260	c. y. chen|chin-chen chang|richard c. t. lee|d. c. lin	1996	compsac	optim linear hash file orthogon rang retriev
c. y. chen	cchen-5	249	c. y. chen|chin-chen chang|richard c. t. lee|d. c. lin	1996	codas	tempor join mechan base trie rank data structur
c. y. chen	cchen-5	2406	c. y. chen|chin-chen chang	1988	ssdbm	orthogon rang retriev bucket address hash
c. y. chen	cchen-5	2845	c. y. chen|chin-chen chang|h. y. chen	1992	comput. j.	symbol grai code data alloc scheme disc system
c. y. chen	cchen-5	2846	c. y. chen|chin-chen chang|jinn-ke jan	1991	comput. j.	design machin independ perfect hash scheme
c. y. chen	cchen-5	2847	c. y. chen|chin-chen chang|h. f. lin	1992	comput. j.	optim properti disc modulo alloc method k ari multipl kei hash file
c. y. chen	cchen-5	2843	c. y. chen|chin-chen chang	1987	comput. j.	perform analysi generalis disc modulo alloc method multipl kei hash file multi disc system
c. y. chen	cchen-5	2844	c. y. chen|chin-chen chang	1988	comput. j.	recurs perform formula disc modulo alloc method binari cartesian product file
c. y. chen	cchen-5	3289	c. y. chen|chin-chen chang|richard c. t. lee	1991	inf. syst.	design multipl kei hash file concurr orthogon rang retriev disk
chin-fu chen	cchen-60	394	chin-fu chen|chandramouli visweswariah|rakesh chadha	1988	dac	model develop verif high level analog block
chin-fu chen	cchen-60	359	chin-fu chen|foong-charn chang|prasad subramaniam	1988	dac	accur effici gate level delai calcul mo circuit
chien chen	cchen-61	1584	chien chen|subrata banerjee	1995	infocom	optic switch configur lightpath assign wavelength rout multihop lightwav network
chien chen	cchen-61	1585	chien chen|subrata banerjee	1996	infocom	model optim rout wavelength assign wavelength divis multiplex optic network
chun-hung chen	cchen-6	4038	chun-hung chen|koichiro inoue|stephen e. chick	1999	acm trans. model. comput. simul.	empir evalu sever method select system
chun-hung chen	cchen-6	2977	chun-hung chen|jianwu lin|enver yucesan|stephen e. chick	2000	discrete event dynamic systems	simul budget alloc enhanc effici ordin optim
chun-hung chen	cchen-6	2632	chun-hung chen|hsiao-chang chen|liyi dai|enver yucesan	1997	winter simulation conference	develop optim comput budget alloc discret event simul
chun-hung chen	cchen-6	3451	chun-hung chen|yuh-chuyn luo|monique guignard	2001	j. intelligent manufacturing	hybrid approach integ program combin genet algorithm linear program ordin optim
chun-hung chen	cchen-6	2633	chun-hung chen|hsiao-chang chen|jianwu lin|enver yucesan	1999	winter simulation conference	asymptot alloc simultan simul experi
chun-hung chen	cchen-6	2647	chun-hung chen|leyuan shi|enver yucesan	1999	winter simulation conference	simultan simul experi nest partit discret resourc alloc suppli chain manag
chun-hung chen	cchen-6	3806	chun-hung chen|enver yucesan|yuh-chuyn luo|insup lee	2001	simul. pr. theory	distribut web base simul experi optim
chun-hung chen	cchen-6	2635	chun-hung chen|yu yuan|hsiao-chang chen|enver yucesan|liyi dai	1998	winter simulation conference	comput budget alloc simul experi differ system structur
chun-hung chen	cchen-6	3806	chun-hung chen|enver yucesan|yuh-chuyn luo|insup lee	2001	simul. pr. theory	distribut web base simul experi optim
chun-hung chen	cchen-6	2644	chun-hung chen|yuh-chuyn luo|enver yucesan|insup lee	2000	winter simulation conference	distribut web base simul optim
chun-hung chen	cchen-6	77	chun-hung chen|karen donohue|jianwu lin|enver yucesan	2001	annual simulation symposium	effici approach mont carlo simul experi applic circuit system design
chun-hung chen	cchen-6	2652	chun-hung chen|enver yucesan|insup lee	1998	winter simulation conference	web base simul experi
chun-hung chen	cchen-6	2630	chun-hung chen	1995	winter simulation conference	hybrid approach standard clock method event schedul approach gener discret event simul
chun-hung chen	cchen-6	3838	chun-hung chen|hsiao-chang chen|enver yucesan	2000	ieee trans. automat. contr.	comput effort alloc ordin optim discret event simul
chun-hung chen	cchen-6	2631	chun-hung chen|hsiao-chang chen|liyi dai	1996	winter simulation conference	gradient approach smartli alloc comput budget discret event simul
chun-hung chen	cchen-6	1404	chun-hung chen|bo-wei hsieh|shi-chung chang	2001	icra	dynam schedul rule select semiconductor wafer fabric
chun-hung chen	cchen-6	4100	chun-hung chen|bo-wei hsieh|shi-chung chang	2001	ieee trans. robotics and automation	schedul semiconductor wafer fabric ordin optim base simul
calvin ching-yuen chen	cchen-7	4088	calvin ching-yuen chen|sushil k. prasad|sajal k. das	1994	ieee trans. parallel distrib. syst.	effici erew pram algorithm parenthes match
calvin ching-yuen chen	cchen-7	4093	calvin ching-yuen chen|hee yong youn	1993	ieee trans. parallel distrib. syst.	comprehens perform evalu crossbar network
calvin ching-yuen chen	cchen-7	972	calvin ching-yuen chen|sajal k. das	1990	icci	parallel breadth breadth depth travers gener tree
calvin ching-yuen chen	cchen-7	974	calvin ching-yuen chen|sajal k. das|gene lewis|sushil k. prasad	1991	icci	fast parallel algorithm parenthes match
calvin ching-yuen chen	cchen-7	1303	calvin ching-yuen chen|sajal k. das	1991	icpp (3)	breadth travers tree integ sort parallel
calvin ching-yuen chen	cchen-7	1304	calvin ching-yuen chen|sajal k. das	1992	icpp (3)	effici parallel algorithm comput articul point bridg interv graph
calvin ching-yuen chen	cchen-7	1633	calvin ching-yuen chen|sajal k. das	1992	ipps	parallel algorithm breadth search interv graph
calvin ching-yuen chen	cchen-7	1626	calvin ching-yuen chen|sajal k. das	1991	ipps	cost optim parallel algorithm parenthes match problem erew pram
calvin ching-yuen chen	cchen-7	2033	calvin ching-yuen chen|sajal k. das	1992	parle	effici parallel algorithm interv graph
calvin ching-yuen chen	cchen-7	3249	calvin ching-yuen chen|sajal k. das|selim g. akl	1991	inf. process. lett.	unifi approach parallel depth travers gener tree
calvin ching-yuen chen	cchen-7	3248	calvin ching-yuen chen|sajal k. das	1992	inf. process. lett.	breadth travers tree integ sort parallel
chin-long chen	cchen-8	3090	chin-long chen|douglas c. bossen|m. y. (ben) hsiao	1984	ibm journal of research and development	fault align exclus memori address permut
chin-long chen	cchen-8	3092	chin-long chen|m. y. (ben) hsiao	1984	ibm journal of research and development	error correct code semiconductor memori applic state art review
c. l. chen	cchen-8	3093	c. l. chen|robert a. rutledge	1984	ibm journal of research and development	fault toler memori simul
c. l. chen	cchen-8	3096	c. l. chen|donald t. tang	1984	ibm journal of research and development	iter exhaust pattern gener logic test
c. l. chen	cchen-8	3848	c. l. chen	1992	ieee trans. computers	symbol error correct code comput memori system
c. l. chen	cchen-8	3847	c. l. chen	1986	ieee trans. computers	byte orient error correct code semiconductor memori system
c. l. chen	cchen-8	711	c. l. chen|l. e. grosbach	1991	ftcs	fault toler memori design ibm applic system
c. l. chen	cchen-8	3089	c. l. chen|luiz c. alves|myron l. fair|patrick j. meaney|william j. clarke|george c. wellwood|norman e. weber|indravadan n. modi|brian k. tolan|fritz freier	2002	ibm journal of research and development	ra design ibm eserv z
c. l. chen	cchen-8	710	c. l. chen	1996	ftcs	symbol error correctin code memori applic
c. l. chen	cchen-8	1678	c. l. chen	1984	isca	error correct code semiconductor memori
ching-chih chen	cchen-9	1834	ching-chih chen|sally e. howe|david c. nagel|stephen m. griffin|james lightbourne|walter l. warnick	2001	jcdl	presid s inform technolog advisori committe s februari digit librari report impact
ching-chih chen	cchen-9	1835	ching-chih chen|von-wun soo|chen-yu lee|chung-cheng li|shu lei chen	2003	jcdl	autom semant annot retriev base sharabl ontolog case base learn techniqu
ching-chih chen	cchen-9	1836	ching-chih chen|von-wun soo|chen-yu lee|jaw jium yeh	2002	jcdl	sharabl ontolog retriev histor imag
ching-chih chen	cchen-9	1831	ching-chih chen|su-shing chen	2001	jcdl	workshop digit librari asian languag
ching-chih chen	cchen-9	1837	ching-chih chen|howard d. wactlar	2002	jcdl	enhanc perspect histor cultur documentari informedia technolog
ching-chih chen	cchen-9	2584	ching-chih chen	2001	webnet	educ multimedia global digit librari develop converg technolog content intern collabor
ching-chih chen	cchen-9	624	ching-chih chen	1986	essen symposium	potenti interact videodisc intern cooper document project emperor i
ching-chih chen	cchen-9	625	ching-chih chen	1989	essen symposium	hypermedia multimedia technolog opportun librari s
ching-chih chen	cchen-9	626	ching-chih chen|david raitt	1989	essen symposium	cd rom west german librari
donald byron johnson	djohnson-10	185	donald byron johnson|stephen m. matyas|an v. le|john d. wilkins	1993	acm conference on computer and communications security	design commerci data mask facil data privaci algorithm
donald byron johnson	djohnson-10	3103	donald byron johnson|an v. le|stephen m. matyas|john d. wilkins	1993	ibm systems journal	public kei extens common cryptograph architectur
donald byron johnson	djohnson-10	3100	donald byron johnson|george m. dolan	1991	ibm systems journal	transact secur system extens common cryptograph architectur
donald byron johnson	djohnson-10	3101	donald byron johnson|george m. dolan|michael j. kelly|an v. le|stephen m. matyas	1991	ibm systems journal	common cryptograph architectur cryptograph applic program interfac
donald johnson	djohnson-11	1319	donald johnson|david j. lilja|john riedl	1994	icpp (2)	distribut hardwar mechan process synchron share bu multiprocessor
donald johnson	djohnson-11	1320	donald johnson|david j. lilja|john riedl	1995	icpp (1)	circul activ barrier synchron mechan
